title,tag,artist,year,views,lyrics,language,processed_lyrics,processed_LDA_lyrics,topic,theme
About a Girl,rock,nirvana,1989,366057,"[Spoken Intro]

[Verse 1]
I need an easy friend
I do, with an ear to lend
I do think you fit this shoe
I do, but you have a clue

[Chorus]
I'll take advantage while
You hang me out to dry
But I can't see you every night
Free (I do)

[Verse 2]
I'm standing in your line
I do hope you have the time
I do pick a number too
I do keep a date with you

[Chorus]
I'll take advantage while
You hang me out to dry
But I can't see you every night
Free
[Guitar Solo]

[Verse 3]
I need an easy friend
I do, with an ear to lend
I do think you fit this shoe
I do, but you have a clue

[Chorus]
I'll take advantage while
You hang me out to dry
But I can't see you every night
No, I can't see you every night
Free

[Outro]
I do
I do
I do
I do",en,"i need an easy friend i do , with an ear to lend i do think you fit this shoe i do , but you have a clue  i'll take advantage while you hang me out to dry but i can't see you every night free   i'm standing in your line i do hope you have the time i do pick a number too i do keep a date with you  i'll take advantage while you hang me out to dry but i can't see you every night free   i need an easy friend i do , with an ear to lend i do think you fit this shoe i do , but you have a clue  i'll take advantage while you hang me out to dry but i can't see you every night no , i can't see you every night free  i do i do i do i do","['need', 'easy', 'friend', 'ear', 'lend', 'think', 'fit', 'shoe', 'clue', 'advantage', 'hang', 'dry', 'night', 'free', 'standing', 'line', 'hope', 'time', 'pick', 'number', 'date', 'advantage', 'hang', 'dry', 'night', 'free', 'need', 'easy', 'friend', 'ear', 'lend', 'think', 'fit', 'shoe', 'clue', 'advantage', 'hang', 'dry', 'night', 'night', 'free']",9,Rebellious Spirit
Scentless Apprentice,rock,nirvana,1993,129009,"[Verse 1]
Like most babies smell like butter
His smell smelled like no other
He was born scentless and senseless
He was born a scentless apprentice

[Chorus]
Hey, away
Go away
Go away

[Verse 2]
Every wet nurse refused to feed him
Electrolytes smell like semen
I promise not to sell your perfumed secrets
There are countless formulas for pressing flowers

[Chorus]
Hey, away
Go away
Go away
[Guitar Solo]

[Verse 3]
I lie in the soil and fertilize mushrooms
Leaking out gas fumes are made into perfume
You can't fire me 'cause I quit
Throw me in the fire and I won't throw a fit

[Chorus]
Hey, away
Go away
Go away
Go away
Go away
Go away",en,"like most babies smell like butter his smell smelled like no other he was born scentless and senseless he was born a scentless apprentice  hey , away go away go away  every wet nurse refused to feed him electrolytes smell like semen i promise not to sell your perfumed secrets there are countless formulas for pressing flowers  hey , away go away go away   i lie in the soil and fertilize mushrooms leaking out gas fumes are made into perfume you can't fire me 'cause i quit throw me in the fire and i won't throw a fit  hey , away go away go away go away go away go away","['like', 'babies', 'smell', 'like', 'butter', 'smell', 'smelled', 'like', 'born', 'scentless', 'senseless', 'born', 'scentless', 'apprentice', 'hey', 'away', 'away', 'away', 'wet', 'nurse', 'refused', 'feed', 'electrolytes', 'smell', 'like', 'semen', 'promise', 'sell', 'perfumed', 'secrets', 'countless', 'formulas', 'pressing', 'flowers', 'hey', 'away', 'away', 'away', 'lie', 'soil', 'fertilize', 'mushrooms', 'leaking', 'gas', 'fumes', 'perfume', 'fire', 'quit', 'throw', 'fire', 'wo', 'throw', 'fit', 'hey', 'away', 'away', 'away', 'away', 'away', 'away']",1,Personal Struggle
Frances Farmer Will Have Her Revenge on Seattle,rock,nirvana,1993,185640,"[Verse 1]
It's so relieving to know that you're leaving
As soon as you get paid
It's so relaxing to hear that you're asking
Whenever you get your way
It's so soothing to know that you'll sue me
Starting to sound the same

[Chorus]
I miss the comfort in being sad
I miss the comfort in being sad
I miss the comfort in being sad

[Verse 2]
In her false witness, hope you're still with us
To see if they float or drown
Our favorite patient, a display of patience
Disease-covered Puget Sound
She'll come back as fire to burn all the liars
Leave a blanket of ash on the ground
[Chorus]
I miss the comfort in being sad
I miss the comfort in being sad
I miss the comfort in being sad

[Guitar Solo]

[Verse 1]
It's so relieving to know that you're leaving
As soon as you get paid
It's so relaxing to know that you're asking
Wherever you get your way
It's so soothing to know that you'll sue me
It's starting to sound the same

[Chorus]
I miss the comfort in being sad
I miss the comfort in being sad
I miss the comfort in being sad",en,"it's so relieving to know that you're leaving as soon as you get paid it's so relaxing to hear that you're asking whenever you get your way it's so soothing to know that you'll sue me starting to sound the same  i miss the comfort in being sad i miss the comfort in being sad i miss the comfort in being sad  in her false witness , hope you're still with us to see if they float or drown our favorite patient , a display of patience disease-covered puget sound she'll come back as fire to burn all the liars leave a blanket of ash on the ground  i miss the comfort in being sad i miss the comfort in being sad i miss the comfort in being sad   it's so relieving to know that you're leaving as soon as you get paid it's so relaxing to know that you're asking wherever you get your way it's so soothing to know that you'll sue me it's starting to sound the same  i miss the comfort in being sad i miss the comfort in being sad i miss the comfort in being sad","['relieving', 'know', 'leaving', 'soon', 'paid', 'relaxing', 'hear', 'asking', 'way', 'soothing', 'know', 'sue', 'starting', 'sound', 'miss', 'comfort', 'sad', 'miss', 'comfort', 'sad', 'miss', 'comfort', 'sad', 'false', 'witness', 'hope', 'float', 'drown', 'favorite', 'patient', 'display', 'patience', 'disease', 'covered', 'puget', 'sound', 'come', 'fire', 'burn', 'liars', 'leave', 'blanket', 'ash', 'ground', 'miss', 'comfort', 'sad', 'miss', 'comfort', 'sad', 'miss', 'comfort', 'sad', 'relieving', 'know', 'leaving', 'soon', 'paid', 'relaxing', 'know', 'asking', 'way', 'soothing', 'know', 'sue', 'starting', 'sound', 'miss', 'comfort', 'sad', 'miss', 'comfort', 'sad', 'miss', 'comfort', 'sad']",9,Rebellious Spirit
Very Ape,rock,nirvana,1993,95749,"[Verse 1]
I am buried up to my neck in
Contradictionary flies
I take pride as the king of illiterature
I'm very ape and very nice

[Verse 2]
If you ever need anything please don't
Hesitate to ask someone else first
I'm too busy acting like I'm not naïve
I've seen it all, I was here first

[Chorus]
Out of the ground
Into the sky
Out of the sky
Into the dirt

[Verse 2]
If you ever need anything please don't
Hesitate to ask someone else first
I'm too busy acting like I'm not naïve
I've seen it all, I was here first
[Chorus]
Out of the ground
Into the sky
Out of the sky
Into the ground
Out of the ground
Into the sky
Out of the sky
Into the dirt",en,"i am buried up to my neck in contradictionary flies i take pride as the king of illiterature i'm very ape and very nice  if you ever need anything please don't hesitate to ask someone else first i'm too busy acting like i'm not naïve i've seen it all , i was here first  out of the ground into the sky out of the sky into the dirt  if you ever need anything please don't hesitate to ask someone else first i'm too busy acting like i'm not naïve i've seen it all , i was here first  out of the ground into the sky out of the sky into the ground out of the ground into the sky out of the sky into the dirt","['buried', 'neck', 'contradictionary', 'flies', 'pride', 'king', 'illiterature', 'ape', 'nice', 'need', 'hesitate', 'ask', 'busy', 'acting', 'like', 'naïve', 'seen', 'ground', 'sky', 'sky', 'dirt', 'need', 'hesitate', 'ask', 'busy', 'acting', 'like', 'naïve', 'seen', 'ground', 'sky', 'sky', 'ground', 'ground', 'sky', 'sky', 'dirt']",8,Rebellious Spirit
Milk It,rock,nirvana,1993,142645,"[Verse 1]
I am my own parasite
I don't need a host to live
We feed off of each other
We can share our endorphins

[Pre-Chorus]
Doll steak
Test meat

[Chorus]
Look on the bright side, suicide
Lost eyesight I'm on your side
Angel left wing, right wing, broken wing
Lack of iron and/or sleeping

[Verse 2]
I own my own pet virus
I get to pet and name her
Her milk is my shit
My shit is her milk
[Pre-Chorus]
Test meat
Doll steak

[Chorus]
Look on the bright side, suicide
Lost eyesight I'm on your side
Angel left wing, right wing, broken wing
Lack of iron and/or sleeping

[Guitar Solo]

[Pre-Chorus]
Doll steak
Test meat

[Chorus]
Look on the bright side, suicide
Lost eyesight I'm on your side
Angel left wing, right wing, broken wing
Lack of iron and/or sleeping

[Outro]
Protector of the kennel
Ecto-plasma, ecto-skeletal
Obituary birthday
Your scent is still here in my place of recovery",en,"i am my own parasite i don't need a host to live we feed off of each other we can share our endorphins  doll steak test meat  look on the bright side , suicide lost eyesight i'm on your side angel left wing , right wing , broken wing lack of iron and/or sleeping  i own my own pet virus i get to pet and name her her milk is my shit my shit is her milk  test meat doll steak  look on the bright side , suicide lost eyesight i'm on your side angel left wing , right wing , broken wing lack of iron and/or sleeping   doll steak test meat  look on the bright side , suicide lost eyesight i'm on your side angel left wing , right wing , broken wing lack of iron and/or sleeping  protector of the kennel ecto-plasma , ecto-skeletal obituary birthday your scent is still here in my place of recovery","['parasite', 'need', 'host', 'live', 'feed', 'share', 'endorphins', 'doll', 'steak', 'test', 'meat', 'look', 'bright', 'suicide', 'lost', 'eyesight', 'angel', 'left', 'wing', 'right', 'wing', 'broken', 'wing', 'lack', 'iron', 'sleeping', 'pet', 'virus', 'pet', 'milk', 'shit', 'shit', 'milk', 'test', 'meat', 'doll', 'steak', 'look', 'bright', 'suicide', 'lost', 'eyesight', 'angel', 'left', 'wing', 'right', 'wing', 'broken', 'wing', 'lack', 'iron', 'sleeping', 'doll', 'steak', 'test', 'meat', 'look', 'bright', 'suicide', 'lost', 'eyesight', 'angel', 'left', 'wing', 'right', 'wing', 'broken', 'wing', 'lack', 'iron', 'sleeping', 'protector', 'kennel', 'ecto', 'plasma', 'ecto', 'skeletal', 'obituary', 'birthday', 'scent', 'place', 'recovery']",1,Personal Struggle
You Know Youre Right,rock,nirvana,2002,196764,"[Verse 1]
I will never bother you
I will never promise to
I will never follow you
I will never bother you
Never speak a word again
I will crawl away for good
I will move away from here
You won't be afraid of fear
No thought was put into this
And always knew it would come to this
Things have never been so swell
I have never failed to fail

[Chorus]
Hey, hey, hey
You know you're right
You know you're right, you know you're right

[Verse 2]
I'm so warm and calm inside
I no longer have to hide
Let's talk about someone else
Steaming soup against her mouth
Nothing really bothers her
She just wants to love himself
I will move away from here
You won't be afraid of fear
No thought was put into this
Always knew it'd come to this
Things have never been so swell
I have never failed to fail
[Chorus]
Hey, hey, hey, hey, hey
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right",en,"i will never bother you i will never promise to i will never follow you i will never bother you never speak a word again i will crawl away for good i will move away from here you won't be afraid of fear no thought was put into this and always knew it would come to this things have never been so swell i have never failed to fail  hey , hey , hey you know you're right you know you're right , you know you're right  i'm so warm and calm inside i no longer have to hide let's talk about someone else steaming soup against her mouth nothing really bothers her she just wants to love himself i will move away from here you won't be afraid of fear no thought was put into this always knew it'd come to this things have never been so swell i have never failed to fail  hey , hey , hey , hey , hey you know you're right , you know you're right you know you're right , you know you're right you know you're right , you know you're right you know you're right , you know you're right you know you're right , you know you're right you know you're right , you know you're right you know you're right , you know you're right you know you're right , you know you're right you know you're right , you know you're right you know you're right , you know you're right","['bother', 'promise', 'follow', 'bother', 'speak', 'word', 'crawl', 'away', 'good', 'away', 'wo', 'afraid', 'fear', 'thought', 'knew', 'come', 'things', 'swell', 'failed', 'fail', 'hey', 'hey', 'hey', 'know', 'right', 'know', 'right', 'know', 'right', 'warm', 'calm', 'inside', 'longer', 'hide', 'let', 'talk', 'steaming', 'soup', 'mouth', 'bothers', 'wants', 'love', 'away', 'wo', 'afraid', 'fear', 'thought', 'knew', 'come', 'things', 'swell', 'failed', 'fail', 'hey', 'hey', 'hey', 'hey', 'hey', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right', 'know', 'right']",1,Personal Struggle
The Man Who Sold the World,rock,nirvana,1994,522989,"[Verse 1]
We passed upon the stairs
We spoke of was and when
Although I wasn't there
He said I was his friend
Which came as a surprise
I spoke into his eyes
I thought you died alone
A long long time ago

[Chorus]
Oh no, not me
We never lost control
You're face to face
With the man who sold the world

[Verse 2]
I laughed and shook his hand
And made my way back home
I searched for foreign land
For years and years I roamed
I gazed a gazely stare
We walked a million hills
I must have died alone
A long, long time ago
[Chorus]
Who knows? Not me
I never lost control
You're face to face
With the man who sold the world

[Chorus]
Who knows? Not me
We never lost control
You're face to face
With the man who sold the world

[Guitar Solo]",en,"we passed upon the stairs we spoke of was and when although i wasn't there he said i was his friend which came as a surprise i spoke into his eyes i thought you died alone a long long time ago  oh no , not me we never lost control you're face to face with the man who sold the world  i laughed and shook his hand and made my way back home i searched for foreign land for years and years i roamed i gazed a gazely stare we walked a million hills i must have died alone a long , long time ago  who knows ? not me i never lost control you're face to face with the man who sold the world  who knows ? not me we never lost control you're face to face with the man who sold the world","['passed', 'stairs', 'spoke', 'said', 'friend', 'came', 'surprise', 'spoke', 'eyes', 'thought', 'died', 'long', 'long', 'time', 'ago', 'oh', 'lost', 'control', 'face', 'face', 'man', 'sold', 'world', 'laughed', 'shook', 'hand', 'way', 'home', 'searched', 'foreign', 'land', 'years', 'years', 'roamed', 'gazed', 'gazely', 'stare', 'walked', 'million', 'hills', 'died', 'long', 'long', 'time', 'ago', 'knows', 'lost', 'control', 'face', 'face', 'man', 'sold', 'world', 'knows', 'lost', 'control', 'face', 'face', 'man', 'sold', 'world']",3,Social Commentary
D-7,rock,nirvana,2004,29515,"[Verse 1]
Straight as an arrow
Defect, defect
Not straight, not so straight
Reject, reject
Towards anti-social
So low, so low

[Verse 2]
Standing on the stairs
Cold, cold morning
Ghostly image of fear
Mayday, mayday
Gonna leave this region
They'll take me with them

[Chorus]
Dimension seven

[Verse 3]
Straight as an arrow
Defect, defect
Not straight, not so straight
Reject, reject
Towards anti-social
So dumb, so dumb
[Verse 2]
Standing on the stairs
Cold, cold morning
Ghostly image of fear
Mayday, mayday
Gonna leave this region
They'll take me with them

[Chorus]
Dimension seven

[Guitar Solo]

[Verse 3]
Straight as an arrow
Defect, defect
Not straight, not so straight
Reject, reject
Towards anti-social
So dumb, so dumb

[Chorus]
Dimension seven
Dimension seven
Dimension seven
Dimension seven
Dimension seven
Dimension seven
Dimension seven",en,"straight as an arrow defect , defect not straight , not so straight reject , reject towards anti-social so low , so low  standing on the stairs cold , cold morning ghostly image of fear mayday , mayday gonna leave this region they'll take me with them  dimension seven  straight as an arrow defect , defect not straight , not so straight reject , reject towards anti-social so dumb , so dumb  standing on the stairs cold , cold morning ghostly image of fear mayday , mayday gonna leave this region they'll take me with them  dimension seven   straight as an arrow defect , defect not straight , not so straight reject , reject towards anti-social so dumb , so dumb  dimension seven dimension seven dimension seven dimension seven dimension seven dimension seven dimension seven","['straight', 'arrow', 'defect', 'defect', 'straight', 'straight', 'reject', 'reject', 'anti', 'social', 'low', 'low', 'standing', 'stairs', 'cold', 'cold', 'morning', 'ghostly', 'image', 'fear', 'mayday', 'mayday', 'gon', 'na', 'leave', 'region', 'dimension', 'seven', 'straight', 'arrow', 'defect', 'defect', 'straight', 'straight', 'reject', 'reject', 'anti', 'social', 'dumb', 'dumb', 'standing', 'stairs', 'cold', 'cold', 'morning', 'ghostly', 'image', 'fear', 'mayday', 'mayday', 'gon', 'na', 'leave', 'region', 'dimension', 'seven', 'straight', 'arrow', 'defect', 'defect', 'straight', 'straight', 'reject', 'reject', 'anti', 'social', 'dumb', 'dumb', 'dimension', 'seven', 'dimension', 'seven', 'dimension', 'seven', 'dimension', 'seven', 'dimension', 'seven', 'dimension', 'seven', 'dimension', 'seven']",6,Social Commentary
Blandest,rock,nirvana,2004,8151,"[Intro]
Oh

[Verse 1]
You're my favorite, of my saviors
You're my favorite, oh no
Yes, you're my favorite, of my favors
You're my razor, oh no

[Chorus]
Hey!
And the situation wasn't quite as intense as I thought
I need you around, to remind me what not to become
And the situation wasn't quite as intense as I thought
I need you around, to remind me what not to become
Come
Come
Come

[Verse 2]
You're my favorite, of my saviors
You're my favorite, oh no
Yes, you're my favorite, of my favors
You're my razor, oh no
[Chorus]
Hey!
And the situation wasn't quite as intense as I thought
I need you around, to remind me what not to become
And the situation wasn't quite as intense as I thought
I need you around, to remind me what not to become
Come
Come
Come

[Guitar Solo]

[Verse 3]
You're my favorite, of my saviors
You're my favorite, oh no
Yes, you're my favorite, of my favors
You're my razor, oh no

[Chorus]
Hey!
And the situation wasn't quite as intense as I thought
I need you around, to remind me what not to become
And the situation wasn't quite as intense as I thought
I need you around, to remind me what not to become
Come
Come
Come",en,"oh  you're my favorite , of my saviors you're my favorite , oh no yes , you're my favorite , of my favors you're my razor , oh no  hey ! and the situation wasn't quite as intense as i thought i need you around , to remind me what not to become and the situation wasn't quite as intense as i thought i need you around , to remind me what not to become come come come  you're my favorite , of my saviors you're my favorite , oh no yes , you're my favorite , of my favors you're my razor , oh no  hey ! and the situation wasn't quite as intense as i thought i need you around , to remind me what not to become and the situation wasn't quite as intense as i thought i need you around , to remind me what not to become come come come   you're my favorite , of my saviors you're my favorite , oh no yes , you're my favorite , of my favors you're my razor , oh no  hey ! and the situation wasn't quite as intense as i thought i need you around , to remind me what not to become and the situation wasn't quite as intense as i thought i need you around , to remind me what not to become come come come","['oh', 'favorite', 'saviors', 'favorite', 'oh', 'yes', 'favorite', 'favors', 'razor', 'oh', 'hey', 'situation', 'intense', 'thought', 'need', 'remind', 'situation', 'intense', 'thought', 'need', 'remind', 'come', 'come', 'come', 'favorite', 'saviors', 'favorite', 'oh', 'yes', 'favorite', 'favors', 'razor', 'oh', 'hey', 'situation', 'intense', 'thought', 'need', 'remind', 'situation', 'intense', 'thought', 'need', 'remind', 'come', 'come', 'come', 'favorite', 'saviors', 'favorite', 'oh', 'yes', 'favorite', 'favors', 'razor', 'oh', 'hey', 'situation', 'intense', 'thought', 'need', 'remind', 'situation', 'intense', 'thought', 'need', 'remind', 'come', 'come', 'come']",1,Personal Struggle
Dive,rock,nirvana,1992,49279,"[Verse 1]
Pick me, pick me, yeah
Let a low long signal
At ease, at least, yeah
Everyone is hollow
Pick me, pick me, yeah
Everyone is waiting
Pick me, pick me, yeah
You can even pay them

[Chorus]
Hey!
Dive! Dive! Dive!
Dive in me!
Dive! Dive! Dive!
Dive in me!
Dive in me!
Dive in me!
Dive in me!

[Verse 2]
Kiss this, kiss that, yeah
Let a low long signal
At ease, at ease, yeah
You could be my hero
Pick me, pick me, yeah
Everyone is waiting
Hit me, hit me, yeah
I'm real good at hating
[Chorus]
Hey!
Dive! Dive! Dive!
Dive in me!
Dive! Dive! Dive!
Dive in me!
Dive in me!
Dive in me!
Dive in me!

[Guitar Solo]

[Chorus]
Dive! Dive! Dive!
Dive in me!
Dive! Dive! Dive!
Dive in me!
Dive in me!
Dive in me!
Dive in me!
Dive in me!
Dive in me!
Dive in me!",en,"pick me , pick me , yeah let a low long signal at ease , at least , yeah everyone is hollow pick me , pick me , yeah everyone is waiting pick me , pick me , yeah you can even pay them  hey ! dive ! dive ! dive ! dive in me ! dive ! dive ! dive ! dive in me ! dive in me ! dive in me ! dive in me !  kiss this , kiss that , yeah let a low long signal at ease , at ease , yeah you could be my hero pick me , pick me , yeah everyone is waiting hit me , hit me , yeah i'm real good at hating  hey ! dive ! dive ! dive ! dive in me ! dive ! dive ! dive ! dive in me ! dive in me ! dive in me ! dive in me !   dive ! dive ! dive ! dive in me ! dive ! dive ! dive ! dive in me ! dive in me ! dive in me ! dive in me ! dive in me ! dive in me ! dive in me !","['pick', 'pick', 'yeah', 'let', 'low', 'long', 'signal', 'ease', 'yeah', 'hollow', 'pick', 'pick', 'yeah', 'waiting', 'pick', 'pick', 'yeah', 'pay', 'hey', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'kiss', 'kiss', 'yeah', 'let', 'low', 'long', 'signal', 'ease', 'ease', 'yeah', 'hero', 'pick', 'pick', 'yeah', 'waiting', 'hit', 'hit', 'yeah', 'real', 'good', 'hating', 'hey', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive', 'dive']",6,Social Commentary
Seasons in the Sun,rock,nirvana,2004,18907,"[Intro]
Go, Krist

[Verse 1]
Goodbye my friend, it's hard to die
When all the birds are singing in the sky
And all the flowers are everywhere
Pretty girls are everywhere
Think of me and I'll be there

[Verse 2]
Goodbye Papa, please pray for me
I was the black sheep of the family
And I don't know all these words
I had boggy turds
With my BB gun I would kill birds

[Chorus]
We had joy, we had fun
We had seasons in the sun
But the hills that we climbed
Were just seasons out of time
All our lives, we had fun
We had seasons in the sun
But the world that we reached
Were just starfish on the beach

[Verse 3]
Goodbye Michelle, my little one
I was the apple of the shining sun
Another apple out of reach
All my tears are salty
I think now I was taught to weep

[Chorus]
We had joy, we had fun
We had seasons in the sun
All the hills that we climb
Were the seasons out of time

We had joy, we had fun
We had seasons in the sun
But the hill on the beach
Were just starfish on the beach

We had joy, we had fun
We had seasons in the sun
But the hills that we climb
Were just seasons out of time
Oh the joy, we had fun
We had seasons in the sun
But the stars that we reached
Were just starfish on the beach",en,"go , krist  goodbye my friend , it's hard to die when all the birds are singing in the sky and all the flowers are everywhere pretty girls are everywhere think of me and i'll be there  goodbye papa , please pray for me i was the black sheep of the family and i don't know all these words i had boggy turds with my bb gun i would kill birds  we had joy , we had fun we had seasons in the sun but the hills that we climbed were just seasons out of time all our lives , we had fun we had seasons in the sun but the world that we reached were just starfish on the beach  goodbye michelle , my little one i was the apple of the shining sun another apple out of reach all my tears are salty i think now i was taught to weep  we had joy , we had fun we had seasons in the sun all the hills that we climb were the seasons out of time we had joy , we had fun we had seasons in the sun but the hill on the beach were just starfish on the beach we had joy , we had fun we had seasons in the sun but the hills that we climb were just seasons out of time oh the joy , we had fun we had seasons in the sun but the stars that we reached were just starfish on the beach","['krist', 'goodbye', 'friend', 'hard', 'die', 'birds', 'singing', 'sky', 'flowers', 'pretty', 'girls', 'think', 'goodbye', 'papa', 'pray', 'black', 'sheep', 'family', 'know', 'words', 'boggy', 'turds', 'bb', 'gun', 'kill', 'birds', 'joy', 'fun', 'seasons', 'sun', 'hills', 'climbed', 'seasons', 'time', 'lives', 'fun', 'seasons', 'sun', 'world', 'reached', 'starfish', 'beach', 'goodbye', 'michelle', 'little', 'apple', 'shining', 'sun', 'apple', 'reach', 'tears', 'salty', 'think', 'taught', 'weep', 'joy', 'fun', 'seasons', 'sun', 'hills', 'climb', 'seasons', 'time', 'joy', 'fun', 'seasons', 'sun', 'hill', 'beach', 'starfish', 'beach', 'joy', 'fun', 'seasons', 'sun', 'hills', 'climb', 'seasons', 'time', 'oh', 'joy', 'fun', 'seasons', 'sun', 'stars', 'reached', 'starfish', 'beach']",8,Rebellious Spirit
School,rock,nirvana,1989,106029,"[Verse]
Won't you believe it? It's just my luck
Won't you believe it? It's just my luck
Won't you believe it? It's just my luck
Won't you believe it? It's just my luck

[Chorus]
No recess
No recess
No recess

[Verse]
Won't you believe it? It's just my luck
Won't you believe it? It's just my luck
Won't you believe it? It's just my luck
Won't you believe it? It's just my luck

[Chorus]
No recess
No recess
No recess
[Guitar Solo]

[Bridge]
You're in high school again
You're in high school again
You're in high school again
You're in high school again
You're in high school again
You're in high school again
You're in high school again
You're in high school again

[Chorus]
No recess
No recess
No recess
No recess
No recess
No recess
No recess",en,won't you believe it ? it's just my luck won't you believe it ? it's just my luck won't you believe it ? it's just my luck won't you believe it ? it's just my luck  no recess no recess no recess  won't you believe it ? it's just my luck won't you believe it ? it's just my luck won't you believe it ? it's just my luck won't you believe it ? it's just my luck  no recess no recess no recess   you're in high school again you're in high school again you're in high school again you're in high school again you're in high school again you're in high school again you're in high school again you're in high school again  no recess no recess no recess no recess no recess no recess no recess,"['wo', 'believe', 'luck', 'wo', 'believe', 'luck', 'wo', 'believe', 'luck', 'wo', 'believe', 'luck', 'recess', 'recess', 'recess', 'wo', 'believe', 'luck', 'wo', 'believe', 'luck', 'wo', 'believe', 'luck', 'wo', 'believe', 'luck', 'recess', 'recess', 'recess', 'high', 'school', 'high', 'school', 'high', 'school', 'high', 'school', 'high', 'school', 'high', 'school', 'high', 'school', 'high', 'school', 'recess', 'recess', 'recess', 'recess', 'recess', 'recess', 'recess']",9,Rebellious Spirit
Aneurysm,rock,nirvana,1991,131984,"[Verse 1]
Come on over, do the twist, ah-ha
Overdo it and have a fit, ah-ha
Love you so much, it makes me sick, ah-ha
Come on over and do the twist, ah-ha

[Chorus]
Beat me out of me (Beat it, beat it)
Beat me out of me (Beat it, beat it)
Beat me out of me (Beat it, beat it)
Beat me out of me (Beat it, beat it)
Beat me out of me (Beat it, beat it)
Beat me out of me (Beat it, beat it)
Beat me out of me (Beat it, beat it)
Beat me out of me

[Verse 2]
Come on over, do the twist, ah-ha
Overdo it and have a fit, ah-ha
Love you so much, it makes me sick, ah-ha
Come on over and shoot the shit, ah-ha
[Chorus]
Beat me out of me (Beat it, beat it)
Beat me out of me (Beat it, beat it)
Beat me out of me (Beat it, beat it)
Beat me out of me (Beat it, beat it)
Beat me out of me (Beat it, beat it)
Beat me out of me (Beat it, beat it)
Beat me out of me (Beat it, beat it)
Beat me out of me

[Outro]
She keeps it pumpin' straight to my heart
She keeps it pumpin' straight to my heart
She keeps it pumpin' straight to my heart
She keeps it pumpin' straight to my heart
She keeps it pumpin' straight to my heart
She keeps it pumpin' straight to my heart
She keeps it pumpin' straight to my heart
She keeps it pumpin' straight to my heart",en,"come on over , do the twist , ah-ha overdo it and have a fit , ah-ha love you so much , it makes me sick , ah-ha come on over and do the twist , ah-ha  beat me out of me  beat me out of me  beat me out of me  beat me out of me  beat me out of me  beat me out of me  beat me out of me  beat me out of me  come on over , do the twist , ah-ha overdo it and have a fit , ah-ha love you so much , it makes me sick , ah-ha come on over and shoot the shit , ah-ha  beat me out of me  beat me out of me  beat me out of me  beat me out of me  beat me out of me  beat me out of me  beat me out of me  beat me out of me  she keeps it pumpin' straight to my heart she keeps it pumpin' straight to my heart she keeps it pumpin' straight to my heart she keeps it pumpin' straight to my heart she keeps it pumpin' straight to my heart she keeps it pumpin' straight to my heart she keeps it pumpin' straight to my heart she keeps it pumpin' straight to my heart","['come', 'twist', 'ah', 'ha', 'overdo', 'fit', 'ah', 'ha', 'love', 'makes', 'sick', 'ah', 'ha', 'come', 'twist', 'ah', 'ha', 'beat', 'beat', 'beat', 'beat', 'beat', 'beat', 'beat', 'beat', 'come', 'twist', 'ah', 'ha', 'overdo', 'fit', 'ah', 'ha', 'love', 'makes', 'sick', 'ah', 'ha', 'come', 'shoot', 'shit', 'ah', 'ha', 'beat', 'beat', 'beat', 'beat', 'beat', 'beat', 'beat', 'beat', 'keeps', 'pumpin', 'straight', 'heart', 'keeps', 'pumpin', 'straight', 'heart', 'keeps', 'pumpin', 'straight', 'heart', 'keeps', 'pumpin', 'straight', 'heart', 'keeps', 'pumpin', 'straight', 'heart', 'keeps', 'pumpin', 'straight', 'heart', 'keeps', 'pumpin', 'straight', 'heart', 'keeps', 'pumpin', 'straight', 'heart']",5,Personal Struggle
