title,tag,artist,year,views,lyrics,language,processed_lyrics,processed_LDA_lyrics,topic,theme
​when the partys over,pop,billie eilish,2018,3619075,"[Verse 1]
Don't you know I'm no good for you?
I've learned to lose you, can't afford to
Tore my shirt to stop you bleedin'
But nothin' ever stops you leavin'

[Chorus]
Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that

[Verse 2]
Don't you know too much already?
I'll only hurt you if you let me
Call me friend, but keep me closer (Call me back)
And I'll call you when the party's over

[Chorus]
Quiet when I'm coming home and I'm on my own
And I could lie, say I like it like that, like it like that
Yeah, I could lie, say I like it like that, like it like that
[Bridge]
But nothin' is better sometimes
Once we've both said our goodbyes
Let's just let it go
Let me let you go

[Chorus]
Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that",en,"don't you know i'm no good for you ? i've learned to lose you , can't afford to tore my shirt to stop you bleedin' but nothin' ever stops you leavin'  quiet when i'm coming home and i'm on my own i could lie , say i like it like that , like it like that i could lie , say i like it like that , like it like that  don't you know too much already ? i'll only hurt you if you let me call me friend , but keep me closer  and i'll call you when the party's over  quiet when i'm coming home and i'm on my own and i could lie , say i like it like that , like it like that yeah , i could lie , say i like it like that , like it like that  but nothin' is better sometimes once we've both said our goodbyes let's just let it go let me let you go  quiet when i'm coming home and i'm on my own i could lie , say i like it like that , like it like that i could lie , say i like it like that , like it like that","['know', 'good', 'learned', 'lose', 'afford', 'tore', 'shirt', 'stop', 'bleedin', 'stops', 'leavin', 'quiet', 'coming', 'home', 'lie', 'like', 'like', 'like', 'like', 'lie', 'like', 'like', 'like', 'like', 'know', 'hurt', 'let', 'friend', 'closer', 'party', 'quiet', 'coming', 'home', 'lie', 'like', 'like', 'like', 'like', 'yeah', 'lie', 'like', 'like', 'like', 'like', 'better', 'said', 'goodbyes', 'let', 'let', 'let', 'let', 'quiet', 'coming', 'home', 'lie', 'like', 'like', 'like', 'like', 'lie', 'like', 'like', 'like', 'like']",10,Edgy and Bold
Bored Yamill Remix,pop,billie eilish,2017,855,"[Verse 1]
The games you played were never fun
You'd say you'd stay but then you'd run

[Chorus]
I'm not afraid anymore
What makes you sure you're all I need?
Forget about it
When you walk out the door and leave me torn
You're teaching me to live without it
Bored, I'm so bored, I'm so bored, so bored
Bored, I'm so bored, I'm so bored, so bored

[Verse 2]
I'm home alone, you're God knows where
I hope you don't think that shit's fair

[Chorus]
I'm not afraid anymore
What makes you sure you're all I need?
Forget about it
When you walk out the door and leave me torn
You're teaching me to live without it
Bored, I'm so bored, I'm so bored, so bored
Bored, I'm so bored, I'm so bored, so bored
[Chorus/Outro]
I'm not afraid anymore
What makes you sure you're all I need?
Forget about it
When you walk out the door and leave me torn
You're teaching me to live without it",en,"the games you played were never fun you'd say you'd stay but then you'd run  i'm not afraid anymore what makes you sure you're all i need ? forget about it when you walk out the door and leave me torn you're teaching me to live without it bored , i'm so bored , i'm so bored , so bored bored , i'm so bored , i'm so bored , so bored  i'm home alone , you're god knows where i hope you don't think that shit's fair  i'm not afraid anymore what makes you sure you're all i need ? forget about it when you walk out the door and leave me torn you're teaching me to live without it bored , i'm so bored , i'm so bored , so bored bored , i'm so bored , i'm so bored , so bored  i'm not afraid anymore what makes you sure you're all i need ? forget about it when you walk out the door and leave me torn you're teaching me to live without it","['games', 'played', 'fun', 'stay', 'run', 'afraid', 'anymore', 'makes', 'sure', 'need', 'forget', 'walk', 'door', 'leave', 'torn', 'teaching', 'live', 'bored', 'bored', 'bored', 'bored', 'bored', 'bored', 'bored', 'bored', 'home', 'god', 'knows', 'hope', 'think', 'shit', 'fair', 'afraid', 'anymore', 'makes', 'sure', 'need', 'forget', 'walk', 'door', 'leave', 'torn', 'teaching', 'live', 'bored', 'bored', 'bored', 'bored', 'bored', 'bored', 'bored', 'bored', 'afraid', 'anymore', 'makes', 'sure', 'need', 'forget', 'walk', 'door', 'leave', 'torn', 'teaching', 'live']",2,Emotional and Personal
Bad triple j Like A Version Cover,pop,billie eilish,2018,41725,"[Verse 1]
Your butt is mine, I'm gonna tell you right
Just show your face in broad daylight
I'm telling you on how I feel
Gonna hurt your mind, don't shoot to kill
I'm giving you on count of three
To show your stuff or let it be
'Cause I'm telling you just watch your mouth
I know your game what you're about

[Pre-Chorus]
Well they say the sky's the limit
And to me that's really true
But my friend you have seen nothing
So just wait till I get through

[Chorus]
Because I'm bad, I'm bad, c'mon
You know I'm big, I'm bad, you know
You know I'm big, I'm bad, I'm really really bad
And the whole world's got has to answer right now
Just to tell you once again
Who's bad?
[Verse 2]
The word is out, you're doing wrong
Gonna lock you up before too long
Your lying eyes gonna tell you right
So listen up, don't make a fight
Your talk is cheap, you're not a man
You're throwing stones to hide your hands

[Pre-Chorus]
Well they say the sky's the limit
And to me that's really true
But my friend you have seen nothing
So just wait till I get through

[Chorus]
Because I'm big, I'm bad, c'mon
You know I'm big, I'm bad, you know
You know I'm big, I'm bad, I'm really really bad
And the whole world's got to answer right now
Just to tell you once again
Who's bad?",en,"your butt is mine , i'm gonna tell you right just show your face in broad daylight i'm telling you on how i feel gonna hurt your mind , don't shoot to kill i'm giving you on count of three to show your stuff or let it be 'cause i'm telling you just watch your mouth i know your game what you're about  well they say the sky's the limit and to me that's really true but my friend you have seen nothing so just wait till i get through  because i'm bad , i'm bad , c'mon you know i'm big , i'm bad , you know you know i'm big , i'm bad , i'm really really bad and the whole world's got has to answer right now just to tell you once again who's bad ?  the word is out , you're doing wrong gonna lock you up before too long your lying eyes gonna tell you right so listen up , don't make a fight your talk is cheap , you're not a man you're throwing stones to hide your hands  well they say the sky's the limit and to me that's really true but my friend you have seen nothing so just wait till i get through  because i'm big , i'm bad , c'mon you know i'm big , i'm bad , you know you know i'm big , i'm bad , i'm really really bad and the whole world's got to answer right now just to tell you once again who's bad ?","['butt', 'gon', 'na', 'tell', 'right', 'face', 'broad', 'daylight', 'telling', 'feel', 'gon', 'na', 'hurt', 'mind', 'shoot', 'kill', 'giving', 'count', 'stuff', 'let', 'telling', 'watch', 'mouth', 'know', 'game', 'sky', 'limit', 'true', 'friend', 'seen', 'wait', 'till', 'bad', 'bad', 'know', 'big', 'bad', 'know', 'know', 'big', 'bad', 'bad', 'world', 'got', 'answer', 'right', 'tell', 'bad', 'word', 'wrong', 'gon', 'na', 'lock', 'long', 'lying', 'eyes', 'gon', 'na', 'tell', 'right', 'listen', 'fight', 'talk', 'cheap', 'man', 'throwing', 'stones', 'hide', 'hands', 'sky', 'limit', 'true', 'friend', 'seen', 'wait', 'till', 'big', 'bad', 'know', 'big', 'bad', 'know', 'know', 'big', 'bad', 'bad', 'world', 'got', 'answer', 'right', 'tell', 'bad']",7,Emotional and Personal
Hostage sonn Remix,pop,billie eilish,2017,880,"[Verse 1]
I wanna be alone
Alone with you - does that make sense?
I wanna steal your soul
And hide you in my treasure chest

[Verse 2]
I don't know what to do
To do with your kiss on my neck
I don't know what feels true
But this feels right so stay a sec
Yeah, you feel right so stay a sec
Yeah, you feel right so stay a sec

[Verse 3]
Gold on your fingertips
Fingertips against my cheek
Gold leaf across your lips
Kiss me until I can't speak

[Verse 4]
Gold chain beneath your shirt
The shirt that you let me wear home
Gold's fake and real love hurts
And nothing hurts when I'm alone
When you're with me and we're alone
When you're with me and we're alone",en,"i wanna be alone alone with you - does that make sense ? i wanna steal your soul and hide you in my treasure chest  i don't know what to do to do with your kiss on my neck i don't know what feels true but this feels right so stay a sec yeah , you feel right so stay a sec yeah , you feel right so stay a sec  gold on your fingertips fingertips against my cheek gold leaf across your lips kiss me until i can't speak  gold chain beneath your shirt the shirt that you let me wear home gold's fake and real love hurts and nothing hurts when i'm alone when you're with me and we're alone when you're with me and we're alone","['wanna', 'sense', 'wanna', 'steal', 'soul', 'hide', 'treasure', 'chest', 'know', 'kiss', 'neck', 'know', 'feels', 'true', 'feels', 'right', 'stay', 'sec', 'yeah', 'feel', 'right', 'stay', 'sec', 'yeah', 'feel', 'right', 'stay', 'sec', 'gold', 'fingertips', 'fingertips', 'cheek', 'gold', 'leaf', 'lips', 'kiss', 'speak', 'gold', 'chain', 'beneath', 'shirt', 'shirt', 'let', 'wear', 'home', 'gold', 'fake', 'real', 'love', 'hurts', 'hurts']",2,Emotional and Personal
MyBoi TroyBoi Remix,pop,billie eilish,2018,16204,"[Chorus]
My boy, my boy, my boy
Don't love me like he promised
My boy, my boy, my boy
He ain't a man and sure as hell ain't honest

[Post-Chorus]
My—
My—
My—
My—
My—
My—
My—

[Verse 2]
My boy's being sus and he don't know how to cuss
He just sounds like he's tryna be his father (Who are you?)
My boy's an ugly crier but he's such a pretty liar
And by that, I mean he said he'd ""change""
[Chorus]
My boy, my boy, my boy
Don't love me like he promised
My boy, my boy, my boy
He ain't a man and sure as hell ain't honest

[Post-Chorus]
My boy, my, my boy (my friends), my boy
My boy, my, my boy (my friends), my boy
My boy, my, my boy, my, my—
T-R-O-Y-B-O-I

[Breakdown]
My—
My—
My—
My—
My—
My—
(Alright dude, go trip over a knife)
My boy
My boy
(Alright dude, go trip over a knife)

[Chorus]
My boy, my boy, my boy
Don't love me like he promised
My boy, my boy, my boy
He ain't a man and sure as hell ain't honest
[Verse 3]
You want me to be yours? Well then, you gotta be mine
And if you want a good girl, then goodbye
You want me to be yours? Well then, you gotta be mine
And if you want a good girl, then goodbye

[Breakdown]
My—
My—
My—
My—
My—
My— (Love, love, love, love, love, love)
My—
B-O-I",en,"my boy , my boy , my boy don't love me like he promised my boy , my boy , my boy he ain't a man and sure as hell ain't honest  my— my— my— my— my— my— my—  my boy's being sus and he don't know how to cuss he just sounds like he's tryna be his father  my boy's an ugly crier but he's such a pretty liar and by that , i mean he said he'd ""change""  my boy , my boy , my boy don't love me like he promised my boy , my boy , my boy he ain't a man and sure as hell ain't honest  my boy , my , my boy  , my boy my boy , my , my boy  , my boy my boy , my , my boy , my , my— t-r-o-y-b-o-i  my— my— my— my— my— my—  my boy my boy   my boy , my boy , my boy don't love me like he promised my boy , my boy , my boy he ain't a man and sure as hell ain't honest  you want me to be yours ? well then , you gotta be mine and if you want a good girl , then goodbye you want me to be yours ? well then , you gotta be mine and if you want a good girl , then goodbye  my— my— my— my— my— my—  my— b-o-i","['boy', 'boy', 'boy', 'love', 'like', 'promised', 'boy', 'boy', 'boy', 'ai', 'man', 'sure', 'hell', 'ai', 'honest', 'boy', 'sus', 'know', 'cuss', 'sounds', 'like', 'tryna', 'father', 'boy', 'ugly', 'crier', 'pretty', 'liar', 'mean', 'said', 'change', 'boy', 'boy', 'boy', 'love', 'like', 'promised', 'boy', 'boy', 'boy', 'ai', 'man', 'sure', 'hell', 'ai', 'honest', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 'boy', 't', 'r', 'o', 'y', 'b', 'o', 'boy', 'boy', 'boy', 'boy', 'boy', 'love', 'like', 'promised', 'boy', 'boy', 'boy', 'ai', 'man', 'sure', 'hell', 'ai', 'honest', 'want', 'got', 'ta', 'want', 'good', 'girl', 'goodbye', 'want', 'got', 'ta', 'want', 'good', 'girl', 'goodbye', 'b', 'o']",9,Edgy and Bold
​hotline bling,pop,billie eilish,2018,66434,"[Chorus]
You used to call me on my cell phone
Late night when you need my love
Call me on my cell phone
Late night when you need my love
I know when that hotline bling
That could only mean one thing
I know when that hotline bling
That could only mean one thing

[Verse 1]
'Cause ever since I left the city, you
Got a reputation for yourself now
Everybody knows and I feel left out
Girl, you got me down, you got me stressed out
'Cause ever since I left the city, you
Started wearing less and goin' out more
Glasses of champagne out on the dance floor
Hangin' with some girls I've never seen before
'Cause ever since I left the city
[Instrumental]

[Outro]
(Late night when you need my love)
(Call me on my cell phone)
(I know when that hotline bling)
(That could only mean one thing)
(I know when that hotline bling)
(That could only mean one thing)",en,"you used to call me on my cell phone late night when you need my love call me on my cell phone late night when you need my love i know when that hotline bling that could only mean one thing i know when that hotline bling that could only mean one thing  'cause ever since i left the city , you got a reputation for yourself now everybody knows and i feel left out girl , you got me down , you got me stressed out 'cause ever since i left the city , you started wearing less and goin' out more glasses of champagne out on the dance floor hangin' with some girls i've never seen before 'cause ever since i left the city","['cell', 'phone', 'late', 'night', 'need', 'love', 'cell', 'phone', 'late', 'night', 'need', 'love', 'know', 'hotline', 'bling', 'mean', 'thing', 'know', 'hotline', 'bling', 'mean', 'thing', 'left', 'city', 'got', 'reputation', 'everybody', 'knows', 'feel', 'left', 'girl', 'got', 'got', 'stressed', 'left', 'city', 'started', 'wearing', 'glasses', 'champagne', 'dance', 'floor', 'hangin', 'girls', 'seen', 'left', 'city']",2,Emotional and Personal
​party favor Mahogany Sessions,pop,billie eilish,2018,3117,"[Verse 1]
Hey - call me back when ya get this
Or when you've a minute
We really need to talk
Wait - you know what
Maybe just forget it
Cause by the time you get this
Your number might be blocked

[Chorus]
""Stay"" and ""bla bla bla""
You just want what you can't have
No way
I'll call the cops
If you don't stop, I'll call your dad

And I hate to do this to you on your birthday
Happy birthday by the way...
""It's not you it's me"" and all that other bullshit
You know that's bullshit
Dontcha, babe
I'm not your party favor
[Verse 2]
Look - now I know we coulda done it better
But we can't change the weather
When the weather's come and gone
Books don't make sense if ya read 'em backwards
You'll single out the wrong words
Like you mishear all my songs

[Chorus]
You hear ""stay"" and ""bla bla bla""
You just want what you can't have
No way
I'll call the cops
If you don't stop, I'll call your dad

And I hate to do this to you on your birthday
Happy birthday by the way
""It's not you it's me"" and all that other bullshit
You know that's bullshit
Dontcha, babe
I'm not your party favor",en,"hey - call me back when ya get this or when you've a minute we really need to talk wait - you know what maybe just forget it cause by the time you get this your number might be blocked  ""stay"" and ""bla bla bla"" you just want what you can't have no way i'll call the cops if you don't stop , i'll call your dad and i hate to do this to you on your birthday happy birthday by the way . . . ""it's not you it's me"" and all that other bullshit you know that's bullshit dontcha , babe i'm not your party favor  look - now i know we coulda done it better but we can't change the weather when the weather's come and gone books don't make sense if ya read 'em backwards you'll single out the wrong words like you mishear all my songs  you hear ""stay"" and ""bla bla bla"" you just want what you can't have no way i'll call the cops if you don't stop , i'll call your dad and i hate to do this to you on your birthday happy birthday by the way ""it's not you it's me"" and all that other bullshit you know that's bullshit dontcha , babe i'm not your party favor","['hey', 'ya', 'minute', 'need', 'talk', 'wait', 'know', 'maybe', 'forget', 'cause', 'time', 'number', 'blocked', 'stay', 'bla', 'bla', 'bla', 'want', 'way', 'cops', 'stop', 'dad', 'hate', 'birthday', 'happy', 'birthday', 'way', 'bullshit', 'know', 'bullshit', 'dontcha', 'babe', 'party', 'favor', 'look', 'know', 'coulda', 'better', 'change', 'weather', 'weather', 'come', 'gone', 'books', 'sense', 'ya', 'read', 'backwards', 'single', 'wrong', 'words', 'like', 'mishear', 'songs', 'hear', 'stay', 'bla', 'bla', 'bla', 'want', 'way', 'cops', 'stop', 'dad', 'hate', 'birthday', 'happy', 'birthday', 'way', 'bullshit', 'know', 'bullshit', 'dontcha', 'babe', 'party', 'favor']",2,Emotional and Personal
​call me back,pop,billie eilish,2018,25257,"[Verse 1]
Wait time is the worst
I can hardly sit
No one has the time
Someone's always late
I look for you
And you look for me
Whoa, oh, oh, oh, oh

[Chorus]
I don't know why
I came down
I hold your phone
Don't wake up
I hear a voice
In the ground

[Bridge]
Tell me, don't tell me
The hard part is telling
You something that you would not like me to tell you
[Verse 2]
Wait time is to blame
Mat top frame's a trip
We all have the time
Someone's always fed
I look for you, and you look away
Oh, oh, oh, oh, oh
Oh, oh, oh, oh

[Chorus]
I don't know why
I came down
I hold your phone
Don't wake up
I hear a voice
In the ground

[Outro: Billie Eilish & FINNEAS]
Waking up is so much fun to do
(Tell me, don't tell me, the hard part is telling me something that you would not like me to tell you)
'80 movie make out party with you
(Tell me, don't tell me, the hard part is telling me something that you would not like me to tell you)",en,"wait time is the worst i can hardly sit no one has the time someone's always late i look for you and you look for me whoa , oh , oh , oh , oh  i don't know why i came down i hold your phone don't wake up i hear a voice in the ground  tell me , don't tell me the hard part is telling you something that you would not like me to tell you  wait time is to blame mat top frame's a trip we all have the time someone's always fed i look for you , and you look away oh , oh , oh , oh , oh oh , oh , oh , oh  i don't know why i came down i hold your phone don't wake up i hear a voice in the ground  waking up is so much fun to do  '80 movie make out party with you","['wait', 'time', 'worst', 'hardly', 'sit', 'time', 'late', 'look', 'look', 'whoa', 'oh', 'oh', 'oh', 'oh', 'know', 'came', 'hold', 'phone', 'wake', 'hear', 'voice', 'ground', 'tell', 'tell', 'hard', 'telling', 'like', 'tell', 'wait', 'time', 'blame', 'mat', 'frame', 'trip', 'time', 'fed', 'look', 'look', 'away', 'oh', 'oh', 'oh', 'oh', 'oh', 'oh', 'oh', 'oh', 'oh', 'know', 'came', 'hold', 'phone', 'wake', 'hear', 'voice', 'ground', 'waking', 'fun', 'movie', 'party']",4,Reflective and Introspective
Ocean Eyes vowl. remix,pop,billie eilish,2017,407,"[Verse 1]
I've been watchin' you for some time
Can't stop staring at those ocean eyes
Burning cities and napalm skies
Fifteen flares inside those ocean eyes
Your ocean eyes

[Chorus]
No fair
You really know how to make me cry
When you give me those ocean eyes
I'm scared
I've never fallen from quite this high
Falling into your ocean eyes
Those ocean eyes

[Verse 1]
I've been watchin' you for some time
Can't stop staring at those ocean eyes
Burning cities and napalm skies
Fifteen flares inside those ocean eyes",en,i've been watchin' you for some time can't stop staring at those ocean eyes burning cities and napalm skies fifteen flares inside those ocean eyes your ocean eyes  no fair you really know how to make me cry when you give me those ocean eyes i'm scared i've never fallen from quite this high falling into your ocean eyes those ocean eyes  i've been watchin' you for some time can't stop staring at those ocean eyes burning cities and napalm skies fifteen flares inside those ocean eyes,"['watchin', 'time', 'stop', 'staring', 'ocean', 'eyes', 'burning', 'cities', 'napalm', 'skies', 'flares', 'inside', 'ocean', 'eyes', 'ocean', 'eyes', 'fair', 'know', 'cry', 'ocean', 'eyes', 'scared', 'fallen', 'high', 'falling', 'ocean', 'eyes', 'ocean', 'eyes', 'watchin', 'time', 'stop', 'staring', 'ocean', 'eyes', 'burning', 'cities', 'napalm', 'skies', 'flares', 'inside', 'ocean', 'eyes']",8,Reflective and Introspective
​sHES brOKen SUNNY  BARE Remix,pop,billie eilish,2017,850,"[Verse 1]
Another story of girl meets boy, and gets destroyed
Another promise broken in two, the lucky view of fiction

[Pre-Chorus]
Fade away, fade away
Teach me how to fade away
Another story of girl meets boy

[Drop]
Don't want it, don't need it
Don't want it
Don't want it, don't need it
Don't want it
Don't want it
Don't want it, don't need it
Don't want it
He's okay, she's broken
He's the ocean waves, she's chokin'
Don't want it, don't need it
Don't want it
[Verse 2]
So picture perfect, it can't be real and all you feel is numb
You see them talking but hear no sound to hit the ground
And fade

[Chorus]
Another story
Another story of girl meets boy

[Drop]
Don't want it, don't need it
Don't want it
Don't want it, don't need it
Don't want it
He's okay, she's broken
He's the ocean waves, she's chokin'",en,"another story of girl meets boy , and gets destroyed another promise broken in two , the lucky view of fiction  fade away , fade away teach me how to fade away another story of girl meets boy  don't want it , don't need it don't want it don't want it , don't need it don't want it don't want it don't want it , don't need it don't want it he's okay , she's broken he's the ocean waves , she's chokin' don't want it , don't need it don't want it  so picture perfect , it can't be real and all you feel is numb you see them talking but hear no sound to hit the ground and fade  another story another story of girl meets boy  don't want it , don't need it don't want it don't want it , don't need it don't want it he's okay , she's broken he's the ocean waves , she's chokin'","['story', 'girl', 'meets', 'boy', 'gets', 'destroyed', 'promise', 'broken', 'lucky', 'view', 'fiction', 'fade', 'away', 'fade', 'away', 'teach', 'fade', 'away', 'story', 'girl', 'meets', 'boy', 'want', 'need', 'want', 'want', 'need', 'want', 'want', 'want', 'need', 'want', 'okay', 'broken', 'ocean', 'waves', 'chokin', 'want', 'need', 'want', 'picture', 'perfect', 'real', 'feel', 'numb', 'talking', 'hear', 'sound', 'hit', 'ground', 'fade', 'story', 'story', 'girl', 'meets', 'boy', 'want', 'need', 'want', 'want', 'need', 'want', 'okay', 'broken', 'ocean', 'waves', 'chokin']",2,Emotional and Personal
Hotline Bling Flyboy Remix,pop,billie eilish,2018,957,"[Chorus]
You used to call me on my cell phone
Late night when you need my love
Call me on my cell phone
Late night when you need my love
And I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

[Verse 1]
'Cause ever since I left the city, you

[Instrumental]

[Verse 1]
'Cause ever since I left the city, you
Got a reputation for yourself now
Everybody knows and I feel left out
Girl, you got me down, you got me stressed out
‘Cause ever since I left the city, you
Started wearing less and goin' out more
Glasses of champagne out on the dance floor
Hangin' with some girls I never seen before
'Cause ever since I left the city, you
[Instrumental]

[Chorus]
You used to call me on my cell phone
Late night when you need my love
Call me on my cell phone
Late night when you need my love",en,"you used to call me on my cell phone late night when you need my love call me on my cell phone late night when you need my love and i know when that hotline bling that can only mean one thing i know when that hotline bling that can only mean one thing  'cause ever since i left the city , you   'cause ever since i left the city , you got a reputation for yourself now everybody knows and i feel left out girl , you got me down , you got me stressed out ‘cause ever since i left the city , you started wearing less and goin' out more glasses of champagne out on the dance floor hangin' with some girls i never seen before 'cause ever since i left the city , you   you used to call me on my cell phone late night when you need my love call me on my cell phone late night when you need my love","['cell', 'phone', 'late', 'night', 'need', 'love', 'cell', 'phone', 'late', 'night', 'need', 'love', 'know', 'hotline', 'bling', 'mean', 'thing', 'know', 'hotline', 'bling', 'mean', 'thing', 'left', 'city', 'left', 'city', 'got', 'reputation', 'everybody', 'knows', 'feel', 'left', 'girl', 'got', 'got', 'stressed', 'cause', 'left', 'city', 'started', 'wearing', 'glasses', 'champagne', 'dance', 'floor', 'hangin', 'girls', 'seen', 'left', 'city', 'cell', 'phone', 'late', 'night', 'need', 'love', 'cell', 'phone', 'late', 'night', 'need', 'love']",2,Emotional and Personal
​you should see me in a crown,pop,billie eilish,2018,1230785,"[Verse 1]
Bite my tongue, bide my time
Wearing a warning sign
Wait 'til the world is mine
Visions I vandalize
Cold in my kingdom size
Fell for these ocean eyes

[Chorus]
You should see me in a crown
I'm gonna run this nothing town
Watch me make 'em bow
One by one by one
One by one by
You should see me in a crown
Your silence is my favorite sound
Watch me make 'em bow
One by one by one
One by one by one

[Verse 2]
Count my cards, watch them fall
Blood on a marble wall
I like the way they all scream
Tell me which one is worse
Living or dying first
Sleeping inside a hearse (I don't dream)
[Bridge]
You say, ""Come over, baby
I think you're pretty""
I'm okay, I'm not your baby
If you think I'm pretty

[Chorus]
You should see me in a crown
I'm gonna run this nothing town
Watch me make 'em bow
One by one by one
One by one by
You should see me in a crown
Your silence is my favorite sound
Watch me make 'em bow
One by one by one
One by one by one

[Instrumental Break]

[Chorus]
Crown
I'm gonna run this nothing town
Watch me make 'em bow
One by one by one
One by one by
You should see me in a crown (You should see me, see me)
Your silence is my favorite sound (You should see me, see me)
Watch me make 'em bow
One by one by one
One by one by one",en,"bite my tongue , bide my time wearing a warning sign wait 'til the world is mine visions i vandalize cold in my kingdom size fell for these ocean eyes  you should see me in a crown i'm gonna run this nothing town watch me make 'em bow one by one by one one by one by you should see me in a crown your silence is my favorite sound watch me make 'em bow one by one by one one by one by one  count my cards , watch them fall blood on a marble wall i like the way they all scream tell me which one is worse living or dying first sleeping inside a hearse   you say , ""come over , baby i think you're pretty"" i'm okay , i'm not your baby if you think i'm pretty  you should see me in a crown i'm gonna run this nothing town watch me make 'em bow one by one by one one by one by you should see me in a crown your silence is my favorite sound watch me make 'em bow one by one by one one by one by one   crown i'm gonna run this nothing town watch me make 'em bow one by one by one one by one by you should see me in a crown  your silence is my favorite sound  watch me make 'em bow one by one by one one by one by one","['bite', 'tongue', 'bide', 'time', 'wearing', 'warning', 'sign', 'wait', 'til', 'world', 'visions', 'vandalize', 'cold', 'kingdom', 'size', 'fell', 'ocean', 'eyes', 'crown', 'gon', 'na', 'run', 'town', 'watch', 'bow', 'crown', 'silence', 'favorite', 'sound', 'watch', 'bow', 'count', 'cards', 'watch', 'fall', 'blood', 'marble', 'wall', 'like', 'way', 'scream', 'tell', 'worse', 'living', 'dying', 'sleeping', 'inside', 'hearse', 'come', 'baby', 'think', 'pretty', 'okay', 'baby', 'think', 'pretty', 'crown', 'gon', 'na', 'run', 'town', 'watch', 'bow', 'crown', 'silence', 'favorite', 'sound', 'watch', 'bow', 'crown', 'gon', 'na', 'run', 'town', 'watch', 'bow', 'crown', 'silence', 'favorite', 'sound', 'watch', 'bow']",7,Emotional and Personal
​use me,pop,billie eilish,2018,19800,"[Lyrics from Snippet]
Use me, 'cause everyone else is
What's the difference?

When you're lookin' at my lips
And not being legally allowed to kiss them",en,"use me , 'cause everyone else is what's the difference ? when you're lookin' at my lips and not being legally allowed to kiss them","['use', 'difference', 'lookin', 'lips', 'legally', 'allowed', 'kiss']",1,Emotional and Personal
​daddy,pop,billie eilish,2018,24221,"[Lyrics from Snippet]

[Billie Eilish]
You make me sad, boy
Well look who’s sad, daddy

[MadeinTYO]
Givenchy on your kisses (I would)
Wanna lay down with your misses
(Oh yeah)
Wanna hear your heartbeat (listen up)
When we're apart we",en,"you make me sad , boy well look who’s sad , daddy  givenchy on your kisses  wanna lay down with your misses  wanna hear your heartbeat  when we're apart we","['sad', 'boy', 'look', 'sad', 'daddy', 'givenchy', 'kisses', 'wanna', 'lay', 'misses', 'wanna', 'hear', 'heartbeat', 'apart']",3,Edgy and Bold
​bad company,pop,billie eilish,2018,44572,"[Intro]
Three, two, one!

[Verse 1]
I've got a man that doesn't love me
He's got a girl that doesn't love him
She's got a brother down in Cali
He's got a tattoo for his cousin

[Pre-Chorus]
Another picture perfect family
Should've known they'd keep bad company
Another house on fire by Venice beach
She's got a man she doesn't love who doesn't  love me

[Chorus]
I don't need to know
Who you can't let go
Cry 'bout so and so
(She's got a man, got a man, got a, got a man)
I don't need to know
Who you can't let go
Cry 'bout so and so
(She's got a man, got a man, got a, got a man)
[Verse 2]
Mom and dad are getting worried
They've got a man outside the building
He's got a Jag' with tinted windows
He makes a killing for a living

[Pre-Chorus]
Another picture perfect family
Should've known they'd keep bad company
Another house on fire by Venice beach
She's got a man she doesn't love who doesn't  love me

[Chorus]
I don't need to know
Who you can't let go
Cry 'bout so and so
(She's got a man, got a man, got a, got a man)
I don't need to know
Who you can't let go
Cry 'bout so and so
(She's got a man, got a man, got a, got a man)

[Outro]
Three, two, one!",en,"three , two , one !  i've got a man that doesn't love me he's got a girl that doesn't love him she's got a brother down in cali he's got a tattoo for his cousin  another picture perfect family should've known they'd keep bad company another house on fire by venice beach she's got a man she doesn't love who doesn't love me  i don't need to know who you can't let go cry 'bout so and so  i don't need to know who you can't let go cry 'bout so and so   mom and dad are getting worried they've got a man outside the building he's got a jag' with tinted windows he makes a killing for a living  another picture perfect family should've known they'd keep bad company another house on fire by venice beach she's got a man she doesn't love who doesn't love me  i don't need to know who you can't let go cry 'bout so and so  i don't need to know who you can't let go cry 'bout so and so   three , two , one !","['got', 'man', 'love', 'got', 'girl', 'love', 'got', 'brother', 'cali', 'got', 'tattoo', 'cousin', 'picture', 'perfect', 'family', 'known', 'bad', 'company', 'house', 'fire', 'venice', 'beach', 'got', 'man', 'love', 'love', 'need', 'know', 'let', 'cry', 'need', 'know', 'let', 'cry', 'mom', 'dad', 'getting', 'worried', 'got', 'man', 'outside', 'building', 'got', 'jag', 'tinted', 'windows', 'makes', 'killing', 'living', 'picture', 'perfect', 'family', 'known', 'bad', 'company', 'house', 'fire', 'venice', 'beach', 'got', 'man', 'love', 'love', 'need', 'know', 'let', 'cry', 'need', 'know', 'let', 'cry']",10,Edgy and Bold
