title,tag,artist,year,views,lyrics,language,processed_lyrics,processed_LDA_lyrics,topic,theme
Youve Got To Hide Your Love Away - Take 5 Mono,pop,the beatles,2015,173,"Here I stand, head in hand
Turn my face to the wall
If she's gone I can't go on
Feeling two foot small

Everywhere people stare
Each and everyday
I can see them laugh at me
And I hear them say

Hey, you got to hide your love away
Hey, you got to hide your love away

How can I even try?
I can never win
Hearing them seeing them
In the state I'm in

How could she say to me
Love will find away?
Gather round, all you clowns
Let me hear you say
Hey, you got to hide your love away
Hey, you got to hide your love away",en,"here i stand , head in hand turn my face to the wall if she's gone i can't go on feeling two foot small everywhere people stare each and everyday i can see them laugh at me and i hear them say hey , you got to hide your love away hey , you got to hide your love away how can i even try ? i can never win hearing them seeing them in the state i'm in how could she say to me love will find away ? gather round , all you clowns let me hear you say hey , you got to hide your love away hey , you got to hide your love away","['stand', 'head', 'hand', 'turn', 'face', 'wall', 'gone', 'feeling', 'foot', 'small', 'people', 'stare', 'everyday', 'laugh', 'hear', 'hey', 'got', 'hide', 'love', 'away', 'hey', 'got', 'hide', 'love', 'away', 'try', 'win', 'hearing', 'seeing', 'state', 'love', 'find', 'away', 'gather', 'round', 'clowns', 'let', 'hear', 'hey', 'got', 'hide', 'love', 'away', 'hey', 'got', 'hide', 'love', 'away']",10,Love & Relationships
Something/Blue Jay Way Transition,rock,the beatles,2006,2145,"[Verse 1]
Something in the way she moves
Attracts me like no other lover
Something in the way she woos me
I don't want to leave her now
You know I believe and how

[Verse 2]
Somewhere in her smile she knows
That I don't need no other lover
Something in her style that shows me
I don't want to leave her now
You know I believe and how

[Verse 3]
You're asking me will my love grow
I don't know, I don't know
You stick around and it may show
I don't know, I don't know

[Verse 4]
Something in the way she knows
And all I have to do is think of her
Something in the things she shows me
I don't want to leave her now
You know I believe and how
[Blue Jay Way Transition]
He's a real nowhere man
Sitting in his nowhere land
Making all his nowhere plans for nobody",en,"something in the way she moves attracts me like no other lover something in the way she woos me i don't want to leave her now you know i believe and how  somewhere in her smile she knows that i don't need no other lover something in her style that shows me i don't want to leave her now you know i believe and how  you're asking me will my love grow i don't know , i don't know you stick around and it may show i don't know , i don't know  something in the way she knows and all i have to do is think of her something in the things she shows me i don't want to leave her now you know i believe and how  he's a real nowhere man sitting in his nowhere land making all his nowhere plans for nobody","['way', 'moves', 'attracts', 'like', 'lover', 'way', 'woos', 'want', 'leave', 'know', 'believe', 'smile', 'knows', 'need', 'lover', 'style', 'shows', 'want', 'leave', 'know', 'believe', 'asking', 'love', 'grow', 'know', 'know', 'stick', 'know', 'know', 'way', 'knows', 'think', 'things', 'shows', 'want', 'leave', 'know', 'believe', 'real', 'man', 'sitting', 'land', 'making', 'plans']",8,Love & Relationships
Its for You,pop,the beatles,2015,1568,"I'd say some day
I'm bound to give my heart away
When I do
It's for you love, true love
Seems to be all I'm thinking of
But it's true
It's for you
They said that love was a lie
Told me that I
Never should try to find
Somebody who'd be kind
Kind to only me
So I just tell them they're right
Who wants a fight
Tell them I quite agree
Nobody'd love me
Then I look at you
And love comes love shows
I give my heart and no one knows
That I do
It's for you
It's for you
It's for you",en,"i'd say some day i'm bound to give my heart away when i do it's for you love , true love seems to be all i'm thinking of but it's true it's for you they said that love was a lie told me that i never should try to find somebody who'd be kind kind to only me so i just tell them they're right who wants a fight tell them i quite agree nobody'd love me then i look at you and love comes love shows i give my heart and no one knows that i do it's for you it's for you it's for you","['day', 'bound', 'heart', 'away', 'love', 'true', 'love', 'thinking', 'true', 'said', 'love', 'lie', 'told', 'try', 'find', 'somebody', 'kind', 'kind', 'tell', 'right', 'wants', 'fight', 'tell', 'agree', 'love', 'look', 'love', 'comes', 'love', 'shows', 'heart', 'knows']",10,Love & Relationships
India,pop,the beatles,2015,451,"Oh yeah, alright
Are you gonna be in my dreams, tonight?
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
Love you, love you, love you, love you
And in the end the love you take
Is equal to the love you make",en,"oh yeah , alright are you gonna be in my dreams , tonight ? love you , love you , love you , love you love you , love you , love you , love you love you , love you , love you , love you love you , love you , love you , love you love you , love you , love you , love you love you , love you , love you , love you and in the end the love you take is equal to the love you make","['oh', 'yeah', 'alright', 'gon', 'na', 'dreams', 'tonight', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'end', 'love', 'equal', 'love']",10,Love & Relationships
Commonwealth,rock,the beatles,2015,12951,"[Verse 1: Paul McCartney]
Tonight, Enoch Powell said, “Get out immigrants
Immigrants a-better go home”
Hah, hah, hah, hah
Tonight, Harold Wilson said to the immigrants
“You better get back to your Commonwealth homes”
Yeah, yeah, yeah
He said, “Ya better get back home”

[Verse 2: Paul McCartney]
Now, Enoch Powell
He said to the folks
He said you wear the color of your skin
He said he don’t care what it’s all about
[?]
So, Ted Heath said to Enoch Powell
He said, “You better get out
Or else you’re going to trial”
Enoch Powell
Enoch, you better go home”
[Verse 3: Paul McCartney]
So, Wilson said to Duchovny, F
“Come on, boy, we gotta swing
We gotta go back to the summit of the hill
And bury those [?] away”
So, Enoch Powell said to Wilson, Heath
“Boy, you Commonwealth”

[Chorus: Paul McCartney & John Lennon]
Commonwealth (Yes?!)
Commonwealth (Yes?!)
Commonwealth (Yes?!)
Commonwealth (Yes?!)
If you don’t want trouble
Then you better go back to home

[Verse 4: Paul McCartney & John Lennon]
So, I went to Pakistani
I went to India
I been to ol’ Calcutta
And I’ve had enough of that
I’m coming back (Yes?!)
To England town (Yes, welcome!)
And dirty Enoch Powell
And he’s had enough of Parliament
[Chorus: Paul McCartney & John Lennon]
Oh, Commonwealth (Yes?!)
Commonwealth (Yes?!)
Oh, Commonwealth (Yes?!)
Can't you hear me, Commonwealth? (Yes?!)
Well, there ain’t [?] Enoch Powell [?] (Oh!)

[Verse 5: Paul McCartney]
Well, I trekked down to Australia
And said to New Zealand
""You better come live with us
We’re gonna have some fun""
We’re going up to India
We’re going to Pakistan
We’re going up to Europe and [?]
And dirty Enoch Powell and his [?]
He says you gotta [?]

[Chorus: Paul McCartney & John Lennon]
Oh, Commonwealth (Yes?!)
Oh, Commonwealth (Yes?!)
Yeah, Commonwealth (Yes?!)
Oh, hear me talking
Commonwealth
Yeah, that Commonwealth
But it’s much too wealthy for me (Much too common for me)
It's much too common for me, oh yeah
[Verse 6: Paul McCartney]
I ambled to Australia and New Zealand, too
I went up to Pakistan and India, too
I came back to West Indies
And I had a cricket match
I went into South Africa
And told them to get back
Oh, Commonwealth
I said, ""You’re much too common for me""

[Chorus: Paul McCartney & John Lennon]
Everybody sing
Hey, Commonwealth (Yes?!)
Yeah, Commonwealth (Yes?!)
Enoch Powell, Commonwealth (Yes?!)
Immigrants, Commonwealth (Yes?!)
Well, I would join the Common Market
But it’s much too common for me (Yes!)",en,"tonight , enoch powell said , “get out immigrants immigrants a-better go home” hah , hah , hah , hah tonight , harold wilson said to the immigrants “you better get back to your commonwealth homes” yeah , yeah , yeah he said , “ya better get back home”  now , enoch powell he said to the folks he said you wear the color of your skin he said he don’t care what it’s all about  so , ted heath said to enoch powell he said , “you better get out or else you’re going to trial” enoch powell enoch , you better go home”  so , wilson said to duchovny , f “come on , boy , we gotta swing we gotta go back to the summit of the hill and bury those  away” so , enoch powell said to wilson , heath “boy , you commonwealth”  commonwealth  commonwealth  commonwealth  commonwealth  if you don’t want trouble then you better go back to home  so , i went to pakistani i went to india i been to ol’ calcutta and i’ve had enough of that i’m coming back  to england town  and dirty enoch powell and he’s had enough of parliament  oh , commonwealth  commonwealth  oh , commonwealth  can't you hear me , commonwealth ?  well , there ain’t  enoch powell    well , i trekked down to australia and said to new zealand ""you better come live with us we’re gonna have some fun"" we’re going up to india we’re going to pakistan we’re going up to europe and  and dirty enoch powell and his  he says you gotta   oh , commonwealth  oh , commonwealth  yeah , commonwealth  oh , hear me talking commonwealth yeah , that commonwealth but it’s much too wealthy for me  it's much too common for me , oh yeah  i ambled to australia and new zealand , too i went up to pakistan and india , too i came back to west indies and i had a cricket match i went into south africa and told them to get back oh , commonwealth i said , ""you’re much too common for me""  everybody sing hey , commonwealth  yeah , commonwealth  enoch powell , commonwealth  immigrants , commonwealth  well , i would join the common market but it’s much too common for me","['tonight', 'enoch', 'powell', 'said', 'immigrants', 'immigrants', 'better', 'home', 'hah', 'hah', 'hah', 'hah', 'tonight', 'harold', 'wilson', 'said', 'immigrants', 'better', 'commonwealth', 'homes', 'yeah', 'yeah', 'yeah', 'said', 'ya', 'better', 'home', 'enoch', 'powell', 'said', 'folks', 'said', 'wear', 'color', 'skin', 'said', 'care', 'ted', 'heath', 'said', 'enoch', 'powell', 'said', 'better', 'going', 'trial', 'enoch', 'powell', 'enoch', 'better', 'home', 'wilson', 'said', 'duchovny', 'f', 'come', 'boy', 'got', 'ta', 'swing', 'got', 'ta', 'summit', 'hill', 'bury', 'away', 'enoch', 'powell', 'said', 'wilson', 'heath', 'boy', 'commonwealth', 'commonwealth', 'commonwealth', 'commonwealth', 'commonwealth', 'want', 'trouble', 'better', 'home', 'went', 'pakistani', 'went', 'india', 'calcutta', 'coming', 'england', 'town', 'dirty', 'enoch', 'powell', 'parliament', 'oh', 'commonwealth', 'commonwealth', 'oh', 'commonwealth', 'hear', 'commonwealth', 'ai', 'enoch', 'powell', 'trekked', 'australia', 'said', 'new', 'zealand', 'better', 'come', 'live', 'gon', 'na', 'fun', 'going', 'india', 'going', 'pakistan', 'going', 'europe', 'dirty', 'enoch', 'powell', 'says', 'got', 'ta', 'oh', 'commonwealth', 'oh', 'commonwealth', 'yeah', 'commonwealth', 'oh', 'hear', 'talking', 'commonwealth', 'yeah', 'commonwealth', 'wealthy', 'common', 'oh', 'yeah', 'ambled', 'australia', 'new', 'zealand', 'went', 'pakistan', 'india', 'came', 'west', 'indies', 'cricket', 'match', 'went', 'south', 'africa', 'told', 'oh', 'commonwealth', 'said', 'common', 'everybody', 'sing', 'hey', 'commonwealth', 'yeah', 'commonwealth', 'enoch', 'powell', 'commonwealth', 'immigrants', 'commonwealth', 'join', 'common', 'market', 'common']",6,Social Reflections
Across the Universe Wildlife Version,rock,the beatles,1969,2207,"[Verse 1]
Words are flowing out like endless rain into a paper cup
They slither wildly as they slip away across the universe
Pools of sorrow, waves of joy are drifting through my opened mind
Possessing and caressing me

[Chorus]
Jai Guru Deva, Om
Nothing's going to change my world
Nothing's going to change my world
Nothing's going to change my world
Nothing's going to change my world

[Verse 2]
Images of broken light which dance before me like a million eyes
They call me on and on across the universe
Thoughts meander like a restless wind inside a letter box
They tumble blindly as they make their way across the universe

[Chorus]
Jai Guru Deva, Om
Nothing's going to change my world
Nothing's going to change my world
Nothing's going to change my world
Nothing's going to change my world
[Verse 3]
Sounds of laughter, shades of life are ringing through my open ears
Inciting and inviting me
Limitless undying love which shines around me like a million suns
It calls me on and on, across the universe

[Chorus]
Jai Guru Deva, Om
Nothing's going to change my world
Nothing's going to change my world
Nothing's going to change my world
Nothing's going to change my world

[Outro]
Jai Guru Deva
Jai Guru Deva
Jai Guru Deva
Jai Guru Deva
Jai Guru Deva
Jai Guru Deva",en,"words are flowing out like endless rain into a paper cup they slither wildly as they slip away across the universe pools of sorrow , waves of joy are drifting through my opened mind possessing and caressing me  jai guru deva , om nothing's going to change my world nothing's going to change my world nothing's going to change my world nothing's going to change my world  images of broken light which dance before me like a million eyes they call me on and on across the universe thoughts meander like a restless wind inside a letter box they tumble blindly as they make their way across the universe  jai guru deva , om nothing's going to change my world nothing's going to change my world nothing's going to change my world nothing's going to change my world  sounds of laughter , shades of life are ringing through my open ears inciting and inviting me limitless undying love which shines around me like a million suns it calls me on and on , across the universe  jai guru deva , om nothing's going to change my world nothing's going to change my world nothing's going to change my world nothing's going to change my world  jai guru deva jai guru deva jai guru deva jai guru deva jai guru deva jai guru deva","['words', 'flowing', 'like', 'endless', 'rain', 'paper', 'cup', 'slither', 'wildly', 'slip', 'away', 'universe', 'pools', 'sorrow', 'waves', 'joy', 'drifting', 'opened', 'mind', 'possessing', 'caressing', 'jai', 'guru', 'deva', 'om', 'going', 'change', 'world', 'going', 'change', 'world', 'going', 'change', 'world', 'going', 'change', 'world', 'images', 'broken', 'light', 'dance', 'like', 'million', 'eyes', 'universe', 'thoughts', 'meander', 'like', 'restless', 'wind', 'inside', 'letter', 'box', 'tumble', 'blindly', 'way', 'universe', 'jai', 'guru', 'deva', 'om', 'going', 'change', 'world', 'going', 'change', 'world', 'going', 'change', 'world', 'going', 'change', 'world', 'sounds', 'laughter', 'shades', 'life', 'ringing', 'open', 'ears', 'inciting', 'inviting', 'limitless', 'undying', 'love', 'shines', 'like', 'million', 'suns', 'calls', 'universe', 'jai', 'guru', 'deva', 'om', 'going', 'change', 'world', 'going', 'change', 'world', 'going', 'change', 'world', 'going', 'change', 'world', 'jai', 'guru', 'deva', 'jai', 'guru', 'deva', 'jai', 'guru', 'deva', 'jai', 'guru', 'deva', 'jai', 'guru', 'deva', 'jai', 'guru', 'deva']",4,Social Reflections
The Fool On The Hill Take 4,pop,the beatles,1996,416,"Day after day alone on the hill
The man with the foolish grin
Is keeping perfectly still
But nobody wants to know him
They can see that he's just a fool
And he never gives an answer

But the fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning round

Well on the way, his head in a cloud
The man of a thousand voices
Is talking perfectly loud
But nobody ever hears him
Or the sound he appears to make
And he never seems to notice

But the fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning round
Oh, round, round, round, round, round
And nobody seems to like him
They can tell what he wants to do
And he never shows his feelings

But the fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning round

Oh, round, round, round, round, round
And he never listen to them
He knows that they're the fools
But they don't like him

The fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning round

Oh, round, round, round, round, round
Oh",en,"day after day alone on the hill the man with the foolish grin is keeping perfectly still but nobody wants to know him they can see that he's just a fool and he never gives an answer but the fool on the hill sees the sun going down and the eyes in his head see the world spinning round well on the way , his head in a cloud the man of a thousand voices is talking perfectly loud but nobody ever hears him or the sound he appears to make and he never seems to notice but the fool on the hill sees the sun going down and the eyes in his head see the world spinning round oh , round , round , round , round , round and nobody seems to like him they can tell what he wants to do and he never shows his feelings but the fool on the hill sees the sun going down and the eyes in his head see the world spinning round oh , round , round , round , round , round and he never listen to them he knows that they're the fools but they don't like him the fool on the hill sees the sun going down and the eyes in his head see the world spinning round oh , round , round , round , round , round oh","['day', 'day', 'hill', 'man', 'foolish', 'grin', 'keeping', 'perfectly', 'wants', 'know', 'fool', 'gives', 'answer', 'fool', 'hill', 'sees', 'sun', 'going', 'eyes', 'head', 'world', 'spinning', 'round', 'way', 'head', 'cloud', 'man', 'thousand', 'voices', 'talking', 'perfectly', 'loud', 'hears', 'sound', 'appears', 'notice', 'fool', 'hill', 'sees', 'sun', 'going', 'eyes', 'head', 'world', 'spinning', 'round', 'oh', 'round', 'round', 'round', 'round', 'round', 'like', 'tell', 'wants', 'shows', 'feelings', 'fool', 'hill', 'sees', 'sun', 'going', 'eyes', 'head', 'world', 'spinning', 'round', 'oh', 'round', 'round', 'round', 'round', 'round', 'listen', 'knows', 'fools', 'like', 'fool', 'hill', 'sees', 'sun', 'going', 'eyes', 'head', 'world', 'spinning', 'round', 'oh', 'round', 'round', 'round', 'round', 'round', 'oh']",7,Love & Relationships
Take Good Care of My Baby,pop,the beatles,2015,606,"My tears are falling
'cos you've taken her away
And though it really hurts me so
There something that I got to say:

Take good care of my baby
Please don't ever make her blue
Just tell her that you love her
Make sure you're thinking of her
In everything you say and do

Take good care of my baby
Now don't you ever make her cry
Just let your love surround her
Paint rainbows all around her
Don't let her see the cloudy sky

Once upon a time
That little girl was mine

If I had been true
I know she'd never been with you
So take good care of my baby
Be just as kind as you can be
And if you should discover
That you don't really love her
Just send my baby back home to me

Take good care of my baby
Be just as kind as you can be
And if you should discover
That you don't really love her
Just send my baby back home to me

Take good care of my baby
Take good care of my baby
Take good care of my baby",en,my tears are falling 'cos you've taken her away and though it really hurts me so there something that i got to say: take good care of my baby please don't ever make her blue just tell her that you love her make sure you're thinking of her in everything you say and do take good care of my baby now don't you ever make her cry just let your love surround her paint rainbows all around her don't let her see the cloudy sky once upon a time that little girl was mine if i had been true i know she'd never been with you so take good care of my baby be just as kind as you can be and if you should discover that you don't really love her just send my baby back home to me take good care of my baby be just as kind as you can be and if you should discover that you don't really love her just send my baby back home to me take good care of my baby take good care of my baby take good care of my baby,"['tears', 'falling', 'taken', 'away', 'hurts', 'got', 'good', 'care', 'baby', 'blue', 'tell', 'love', 'sure', 'thinking', 'good', 'care', 'baby', 'cry', 'let', 'love', 'surround', 'paint', 'rainbows', 'let', 'cloudy', 'sky', 'time', 'little', 'girl', 'true', 'know', 'good', 'care', 'baby', 'kind', 'discover', 'love', 'send', 'baby', 'home', 'good', 'care', 'baby', 'kind', 'discover', 'love', 'send', 'baby', 'home', 'good', 'care', 'baby', 'good', 'care', 'baby', 'good', 'care', 'baby']",10,Love & Relationships
Pedro the Fisherman,pop,the beatles,2015,409,"I'm Pedro the fisherman
I fish by night and day
Unfortunately i live in Bristol
Far far away

And there ain't no fish to be caught
No fish to be caught
There ain't no sea
The council came
Away from me

I'm Pedro the fisherman
With not a fish to fash
I've got a hook on the line
A big mac, a big hat
Some socks, a pair of wellingtons
And a bit of wine
(A lot of wine)

So I'm going to go",en,"i'm pedro the fisherman i fish by night and day unfortunately i live in bristol far far away and there ain't no fish to be caught no fish to be caught there ain't no sea the council came away from me i'm pedro the fisherman with not a fish to fash i've got a hook on the line a big mac , a big hat some socks , a pair of wellingtons and a bit of wine  so i'm going to go","['pedro', 'fisherman', 'fish', 'night', 'day', 'unfortunately', 'live', 'bristol', 'far', 'far', 'away', 'ai', 'fish', 'caught', 'fish', 'caught', 'ai', 'sea', 'council', 'came', 'away', 'pedro', 'fisherman', 'fish', 'fash', 'got', 'hook', 'line', 'big', 'mac', 'big', 'hat', 'socks', 'pair', 'wellingtons', 'bit', 'wine', 'going']",5,Personal Experiences
Swanee River,pop,the beatles,1962,680,"Way down upon the Swanee River
Far, far away
That's where my heart is yearning ever
Home where the old folks stay
Way down upon the Swanee River
Far, far away-hey
Whoa, that's where my heart is yearning ever
Home where the old folks stay
All up and down the whole creation
Sadly I roam
I'm a still a-longin' for the old plantation
Oh, for the old folks at home
Ah-oh-oh!
Oh, my my!
Well, way down upon the Swanee River
Far, far away-hey
Whoa, that's where my heart is yearning ever
Home where the old folks stay
All up and down the whole creation
Sadly I roam
I'm still a-longin' for the old plantation
And for the old folks at home
All the world is sad and dreary
Ev'rywhere I roam
Oh, darkies, how my heart grows weary
Far from the old folks at home
Far from the old folks at home
Far from the old folks at home
Far from the old folks at home",en,"way down upon the swanee river far , far away that's where my heart is yearning ever home where the old folks stay way down upon the swanee river far , far away-hey whoa , that's where my heart is yearning ever home where the old folks stay all up and down the whole creation sadly i roam i'm a still a-longin' for the old plantation oh , for the old folks at home ah-oh-oh ! oh , my my ! well , way down upon the swanee river far , far away-hey whoa , that's where my heart is yearning ever home where the old folks stay all up and down the whole creation sadly i roam i'm still a-longin' for the old plantation and for the old folks at home all the world is sad and dreary ev'rywhere i roam oh , darkies , how my heart grows weary far from the old folks at home far from the old folks at home far from the old folks at home far from the old folks at home","['way', 'swanee', 'river', 'far', 'far', 'away', 'heart', 'yearning', 'home', 'old', 'folks', 'stay', 'way', 'swanee', 'river', 'far', 'far', 'away', 'hey', 'whoa', 'heart', 'yearning', 'home', 'old', 'folks', 'stay', 'creation', 'sadly', 'roam', 'longin', 'old', 'plantation', 'oh', 'old', 'folks', 'home', 'ah', 'oh', 'oh', 'oh', 'way', 'swanee', 'river', 'far', 'far', 'away', 'hey', 'whoa', 'heart', 'yearning', 'home', 'old', 'folks', 'stay', 'creation', 'sadly', 'roam', 'longin', 'old', 'plantation', 'old', 'folks', 'home', 'world', 'sad', 'dreary', 'roam', 'oh', 'darkies', 'heart', 'grows', 'weary', 'far', 'old', 'folks', 'home', 'far', 'old', 'folks', 'home', 'far', 'old', 'folks', 'home', 'far', 'old', 'folks', 'home']",3,Love & Relationships
Being For The Benefit Of Mr. Kite Take 7,pop,the beatles,2017,357,"John Lennon: This time, you get it in the middle of the song
[laughs]
I had to laugh myself, you know
Wild, wild
[?]
Paul McCartney: One, two, one, two, three, four

[Verse 1]
For the benefit of Mr. Kite
There will be a show tonight on trampoline
The Hendersons will all be there
Late of Pablo Fanque's Fair, what a scene!
Over men and horses, hoops and garters
Lastly through a hogshead of real fire!
In this way Mr. K will challenge the world!

The celebrated Mr. K performs his feat on Saturday at Bishopsgate
The Hendersons will dance and sing
As Mr. Kite flies through the ring
Don't be late
Messrs. K and H. assure the public
Their production will be second to none
And of course, Henry The Horse dances the waltz!
La la la la la la la la la la la
And of course Henry The Horse dances the waltz!

The band begins at ten to six
When Mr. Kite performs his tricks without a sound
And Mr. H. will demonstrate
Ten somersets he'll undertake on solid ground
Having been some days in preparation
A splendid time is guaranteed for all
And tonight Mr. Kite is topping the bill

[Outro]",en,"john lennon: this time , you get it in the middle of the song  i had to laugh myself , you know wild , wild  paul mccartney: one , two , one , two , three , four  for the benefit of mr . kite there will be a show tonight on trampoline the hendersons will all be there late of pablo fanque's fair , what a scene ! over men and horses , hoops and garters lastly through a hogshead of real fire ! in this way mr . k will challenge the world ! the celebrated mr . k performs his feat on saturday at bishopsgate the hendersons will dance and sing as mr . kite flies through the ring don't be late messrs . k and h . assure the public their production will be second to none and of course , henry the horse dances the waltz ! la la la la la la la la la la la and of course henry the horse dances the waltz ! the band begins at ten to six when mr . kite performs his tricks without a sound and mr . h . will demonstrate ten somersets he'll undertake on solid ground having been some days in preparation a splendid time is guaranteed for all and tonight mr . kite is topping the bill","['john', 'lennon', 'time', 'middle', 'song', 'laugh', 'know', 'wild', 'wild', 'paul', 'mccartney', 'benefit', 'mr', 'kite', 'tonight', 'trampoline', 'hendersons', 'late', 'pablo', 'fanque', 'fair', 'scene', 'men', 'horses', 'hoops', 'garters', 'lastly', 'hogshead', 'real', 'fire', 'way', 'mr', 'k', 'challenge', 'world', 'celebrated', 'mr', 'k', 'performs', 'feat', 'saturday', 'bishopsgate', 'hendersons', 'dance', 'sing', 'mr', 'kite', 'flies', 'ring', 'late', 'messrs', 'k', 'h', 'assure', 'public', 'production', 'second', 'course', 'henry', 'horse', 'dances', 'waltz', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'course', 'henry', 'horse', 'dances', 'waltz', 'band', 'begins', 'mr', 'kite', 'performs', 'tricks', 'sound', 'mr', 'h', 'demonstrate', 'somersets', 'undertake', 'solid', 'ground', 'having', 'days', 'preparation', 'splendid', 'time', 'guaranteed', 'tonight', 'mr', 'kite', 'topping', 'bill']",1,Personal Experiences
Stranger in My Arms,pop,the beatles,2015,266,"You're a stranger in my arms
When i saw you standing there
Without a wooly ho i hair
You're a stranger in my arms
You're a stranger in my arms
I want it so much
And me on a road somewhere
You're a stranger in my arms
When the lights are very low
And the sky is on the celing
And there's no one there to know
Oh its gone off",en,you're a stranger in my arms when i saw you standing there without a wooly ho i hair you're a stranger in my arms you're a stranger in my arms i want it so much and me on a road somewhere you're a stranger in my arms when the lights are very low and the sky is on the celing and there's no one there to know oh its gone off,"['stranger', 'arms', 'saw', 'standing', 'wooly', 'ho', 'hair', 'stranger', 'arms', 'stranger', 'arms', 'want', 'road', 'stranger', 'arms', 'lights', 'low', 'sky', 'celing', 'know', 'oh', 'gone']",1,Personal Experiences
Jingle Bells,pop,the beatles,2015,203,"Dashing through the snow, in a one-horse open sleigh
Over the fields we go, laughing all the way
Bells on bob-tail ring, making spirits bright
What fun it is to ride and sing a sleighing song tonight

[Chorus:]
Jingle bells, jingle bells, jingle all the way!
O what fun it is to ride in a one-horse open sleigh
Jingle bells, jingle bells, jingle all the way!
O what fun it is to ride in a one-horse open sleigh
A day or two ago, I thought I'd take a ride
And soon Miss Fanny Bright, was seated by my side
The horse was lean and lank, misfortune seemed his lot
He got into a drifted bank and we got upsot

[Chorus:]
A day or two ago, the story I must tell
I went out on the snow, and on my back I fell
A gent was riding by, in a one-horse open sleigh
He laughed as there I sprawling lie but quickly drove away
[Chorus:]
Now the ground is white, go it while you're young
Take the girls tonight, and sing this sleighing song
Just get a bob-tailed bay, two-forty as his speed
Hitch him to an open sleigh and crack! you'll take the lead

[Chorus:]",en,"dashing through the snow , in a one-horse open sleigh over the fields we go , laughing all the way bells on bob-tail ring , making spirits bright what fun it is to ride and sing a sleighing song tonight  jingle bells , jingle bells , jingle all the way ! o what fun it is to ride in a one-horse open sleigh jingle bells , jingle bells , jingle all the way ! o what fun it is to ride in a one-horse open sleigh a day or two ago , i thought i'd take a ride and soon miss fanny bright , was seated by my side the horse was lean and lank , misfortune seemed his lot he got into a drifted bank and we got upsot  a day or two ago , the story i must tell i went out on the snow , and on my back i fell a gent was riding by , in a one-horse open sleigh he laughed as there i sprawling lie but quickly drove away  now the ground is white , go it while you're young take the girls tonight , and sing this sleighing song just get a bob-tailed bay , two-forty as his speed hitch him to an open sleigh and crack ! you'll take the lead","['dashing', 'snow', 'horse', 'open', 'sleigh', 'fields', 'laughing', 'way', 'bells', 'bob', 'tail', 'ring', 'making', 'spirits', 'bright', 'fun', 'ride', 'sing', 'sleighing', 'song', 'tonight', 'jingle', 'bells', 'jingle', 'bells', 'jingle', 'way', 'o', 'fun', 'ride', 'horse', 'open', 'sleigh', 'jingle', 'bells', 'jingle', 'bells', 'jingle', 'way', 'o', 'fun', 'ride', 'horse', 'open', 'sleigh', 'day', 'ago', 'thought', 'ride', 'soon', 'miss', 'fanny', 'bright', 'seated', 'horse', 'lean', 'lank', 'misfortune', 'lot', 'got', 'drifted', 'bank', 'got', 'upsot', 'day', 'ago', 'story', 'tell', 'went', 'snow', 'fell', 'gent', 'riding', 'horse', 'open', 'sleigh', 'laughed', 'sprawling', 'lie', 'quickly', 'drove', 'away', 'ground', 'white', 'young', 'girls', 'tonight', 'sing', 'sleighing', 'song', 'bob', 'tailed', 'bay', 'speed', 'hitch', 'open', 'sleigh', 'crack', 'lead']",9,Social Reflections
